Gene,Collapsing model,P value,No. participants,No. cases with QV,Proportion cases with QV,No. controls with QV,Proportion controls with QV,Odds ratio,Odds ratio LCI,Odds ratio UCI
CEP295,flexdmg,0.0412,429799,72,0.00406618851301745,2135,0.0051808819389845,0.784,0.61,0.992
CEP350,flexdmg,0.00438,429799,84,0.00474388659852036,2641,0.0064087630917368,0.734,0.583,0.913
CERS6,flexdmg,0.0915,429799,37,0.0020895690969673,1147,0.00278335905574483,0.751,0.526,1.04
CES4A,flexdmg,0.0324,429799,31,0.00175072005421585,1047,0.00254069479630762,0.677,0.458,0.968
CETN3,flexdmg,0.073,429799,15,0.000847122606878636,555,0.00134678663987653,0.628,0.349,1.05
CFAP221,flexdmg,0.0144,429799,79,0.00446151239622748,1371,0.00332692699688419,1.34,1.05,1.68
CHAD,flexdmg,0.0237,429799,34,0.00192014457559157,500,0.00121332129718607,1.52,1.04,2.16
CHAMP1,flexdmg,0.0995,429799,2,0.000112949680917151,151,0.000366423031750192,0.306,0.0367,1.12
CHCHD7,flexdmg,0.00936,429799,11,0.000621223245044333,103,0.000249944187220329,2.41,1.17,4.5
CHD4,flexdmg,0.0985,429799,88,0.00496978596035466,2435,0.00590887471729614,0.831,0.664,1.03
CHD7,flexdmg,0.0729,429799,239,0.0134974868695996,6262,0.0151956359259583,0.887,0.776,1.01
CHMP4B,flexdmg,0.051,429799,11,0.000621223245044333,128,0.000310610252079633,1.96,0.956,3.64
CHRM5,flexdmg,0.0417,429799,22,0.00124244649008867,785,0.00190491443658212,0.646,0.402,0.986
CHRNA4,flexdmg,0.0916,429799,121,0.00683345569548766,3291,0.00798608077807868,0.854,0.706,1.02
CHST9,flexdmg,0.0072,429799,86,0.00485683627943751,1461,0.00354532483037768,1.36,1.08,1.69
CITED2,flexdmg,0.0512,429799,25,0.00141187101146439,850,0.00206264620521631,0.674,0.434,1
CKS2,flexdmg,0.0798,429799,0,0,79,0.000191704764955398,0,0,1.12
CLCN4,flexdmg,0.0855,429799,17,0.000960072287795787,603,0.00146326548440639,0.654,0.378,1.06
CLDN11,flexdmg,0.0652,429799,25,0.00141187101146439,395,0.000958523824776992,1.47,0.939,2.2
CLDN19,flexdmg,0.0782,429799,61,0.00344496526797312,1787,0.004336410316143,0.795,0.605,1.03
CLDN20,flexdmg,0.0481,429799,49,0.00276726718247021,1529,0.00371033652679499,0.751,0.553,0.998
CLDN4,flexdmg,0.0722,429799,28,0.00158129553284012,924,0.00224221775719985,0.702,0.463,1.02
CLDN6,flexdmg,0.0656,429799,70,0.0039532388321003,1288,0.0031255156615513,1.26,0.973,1.6
CLEC2B,flexdmg,0.0384,429799,7,0.00039532388321003,66,0.000160158411228561,2.35,0.908,5.13
CLN6,flexdmg,0.0164,429799,82,0.00463093691760321,1435,0.00348223212292401,1.33,1.05,1.66
CLN8,flexdmg,0.0731,429799,46,0.00259784266109448,1364,0.00330994049872359,0.762,0.555,1.02
CLSTN1,flexdmg,0.0693,429799,85,0.00480036143897894,2408,0.00584335536724809,0.815,0.648,1.01
CLTA,flexdmg,0.00693,429799,36,0.00203309425650873,515,0.00124972093610165,1.63,1.13,2.29
CLTCL1,flexdmg,0.00248,429799,177,0.0099960467611679,3208,0.0077846694427458,1.27,1.09,1.48
CLTRN,flexdmg,0.0856,429799,12,0.000677698085502908,166,0.000402822670665774,1.69,0.856,3.04
CMPK2,flexdmg,0.0758,429799,40,0.00225899361834303,685,0.00166225017714491,1.35,0.953,1.85
CNEP1R1,flexdmg,0.0634,429799,6,0.000338849042751454,63,0.000152878483445444,2.23,0.788,5.13
CNGA4,flexdmg,0.0629,429799,177,0.0099960467611679,3556,0.0086291410655873,1.16,0.988,1.35
CNNM1,flexdmg,0.0186,429799,88,0.00496978596035466,1565,0.00379769566019238,1.3,1.04,1.62
CNPPD1,flexdmg,0.00518,429799,16,0.000903597447337211,706,0.00171320967162672,0.516,0.293,0.844
CNTN3,flexdmg,0.048,429799,49,0.00276726718247021,1517,0.00368121681566252,0.753,0.554,1
CNTN4,flexdmg,0.0475,429799,73,0.00412266335347603,2146,0.00520757500752259,0.79,0.617,0.998
COIL,flexdmg,0.0179,429799,17,0.000960072287795787,692,0.00167923667530551,0.567,0.328,0.915
COL11A1,flexdmg,0.0103,429799,320,0.0180719489467442,6384,0.0154916863224717,1.16,1.04,1.3
COL17A1,flexdmg,0.0855,429799,304,0.017168351499407,7822,0.0189811983731788,0.903,0.802,1.01
COL1A1,flexdmg,0.061,429799,233,0.0131586378268481,6146,0.0149141453850111,0.881,0.769,1.01
COL3A1,flexdmg,0.0855,429799,136,0.0076805783023663,3663,0.00888879182318511,0.859,0.718,1.02
COL4A1,flexdmg,0.0336,429799,230,0.0129892133054724,6149,0.0149214253127942,0.867,0.756,0.99
COL4A3,flexdmg,0.0385,429799,269,0.0151917320833569,7070,0.017156363142211,0.879,0.775,0.994
COL8A1,flexdmg,0.0944,429799,106,0.00598633308860902,2077,0.00504013666851091,1.18,0.964,1.44
COL8A2,flexdmg,0.0194,429799,75,0.00423561303439318,2280,0.00553274511516846,0.76,0.595,0.957
COQ10B,flexdmg,0.0661,429799,15,0.000847122606878636,213,0.000516874872601264,1.64,0.902,2.77
COQ4,flexdmg,0.00495,429799,36,0.00203309425650873,1323,0.00321044815235433,0.631,0.44,0.879
COQ7,flexdmg,0.00781,429799,19,0.00107302196871294,782,0.00189763450879901,0.557,0.333,0.876
CORO2B,flexdmg,0.0887,429799,26,0.00146834585192297,856,0.00207720606078254,0.709,0.46,1.05
COX18,flexdmg,0.0666,429799,36,0.00203309425650873,1146,0.00278093241315046,0.728,0.507,1.01
COX4I1,flexdmg,0.0264,429799,22,0.00124244649008867,301,0.000730419420906011,1.66,1.02,2.56
COX6B1,flexdmg,0.0617,429799,37,0.0020895690969673,627,0.00152150490667133,1.38,0.965,1.93
COX7B2,flexdmg,0.0296,429799,21,0.00118597164963009,286,0.000694019781990429,1.7,1.04,2.65
COX8A,flexdmg,0.0497,429799,4,0.000225899361834303,29,0.0000703726352367918,3.12,0.795,8.9
CPA4,flexdmg,0.082,429799,82,0.00463093691760321,1555,0.00377342923424866,1.22,0.964,1.52
CPD,flexdmg,0.0495,429799,81,0.00457446207714463,1507,0.0036569503897188,1.25,0.99,1.57
CPED1,flexdmg,0.079,429799,86,0.00485683627943751,1634,0.00396513399920406,1.22,0.966,1.51
CPNE6,flexdmg,0.0231,429799,9,0.000508273564127181,441,0.00107014938411811,0.474,0.215,0.908
CPNE7,flexdmg,0.0981,429799,143,0.00807590218557633,2887,0.00700571716995234,1.16,0.97,1.37
CR2,flexdmg,0.055,429799,89,0.00502626080081324,2545,0.00617580540267707,0.813,0.65,1
CRCP,flexdmg,0.0385,429799,55,0.00310611622522166,957,0.00232229696281413,1.35,1.01,1.77
CRIM1,flexdmg,0.00663,429799,53,0.00299316654430451,1758,0.0042660376809062,0.691,0.515,0.909
CRIP2,flexdmg,0.000477,429799,42,0.00237194329926018,525,0.00127398736204537,1.83,1.3,2.51
CRISPLD1,flexdmg,0.0656,429799,75,0.00423561303439318,1398,0.00339244634693224,1.25,0.976,1.58
CRISPLD2,flexdmg,0.045,429799,149,0.00841475122832778,2915,0.00707366316259476,1.19,0.999,1.4
CRK,flexdmg,0.0255,429799,18,0.00101654712825436,237,0.000575114294866195,1.77,1.03,2.87
CRTAC1,flexdmg,0.022,429799,79,0.00446151239622748,2384,0.00578511594498316,0.769,0.606,0.963
CRYBA2,flexdmg,0.0594,429799,82,0.00463093691760321,1537,0.00372974966754996,1.25,0.985,1.56
CRYGS,flexdmg,0.0396,429799,19,0.00107302196871294,708,0.00171806295681547,0.62,0.371,0.977
CSNK1E,flexdmg,0.0219,429799,28,0.00158129553284012,404,0.000980363608126341,1.59,1.04,2.33
CST5,flexdmg,0.0253,429799,10,0.000564748404585757,98,0.000237810974248469,2.33,1.08,4.48
CT62,flexdmg,0.0477,429799,19,0.00107302196871294,705,0.00171078302903235,0.634,0.379,0.998
CTNNA1,flexdmg,0.0463,429799,75,0.00423561303439318,1357,0.00329295400056298,1.27,0.996,1.61
CTSA,flexdmg,0.0681,429799,92,0.00519568532218896,1721,0.00417625190491444,1.22,0.98,1.51
CTSK,flexdmg,0.0474,429799,19,0.00107302196871294,675,0.00163798375120119,0.632,0.378,0.995
CTSV,flexdmg,0.0907,429799,60,0.00338849042751454,1116,0.0027081331353193,1.25,0.95,1.63
CTXN1,flexdmg,0.0892,429799,4,0.000225899361834303,37,0.0000897857759917688,2.5,0.647,6.96
CUL7,flexdmg,0.0255,429799,312,0.0176201502230756,6314,0.0153218213408656,1.14,1.01,1.28
CUTA,flexdmg,0.0487,429799,55,0.00310611622522166,968,0.00234899003135222,1.32,0.988,1.74
CXCL5,flexdmg,0.0149,429799,17,0.000960072287795787,203,0.000492608446657543,1.97,1.13,3.24
CXXC5,flexdmg,0.0773,429799,27,0.00152482069238154,430,0.00104345631558002,1.44,0.939,2.13
CYB561,flexdmg,0.0483,429799,11,0.000621223245044333,454,0.00110169573784495,0.552,0.274,0.998
CYB5R1,flexdmg,0.012,429799,27,0.00152482069238154,1002,0.00243149587956087,0.623,0.409,0.913
CYFIP1,flexdmg,0.0617,429799,324,0.0182978483085785,6722,0.0163118915193695,1.12,0.993,1.25
CYP2S1,flexdmg,0.052,429799,37,0.0020895690969673,1193,0.00289498461508595,0.72,0.504,0.999
DAAM2,flexdmg,0.0892,429799,254,0.0143446094764782,5308,0.0128806188909273,1.12,0.98,1.27
DAB2IP,flexdmg,0.0188,429799,103,0.0058169085672333,3037,0.00736971355910816,0.79,0.642,0.962
DACT1,flexdmg,0.0468,429799,40,0.00225899361834303,671,0.0016282771808237,1.39,0.984,1.92
DAPK3,flexdmg,0.0721,429799,38,0.00214604393742588,1196,0.00290226454286907,0.74,0.521,1.02
DAZAP2,flexdmg,0.0163,429799,19,0.00107302196871294,221,0.000536288013356241,1.87,1.1,2.99
DBF4,flexdmg,0.0409,429799,39,0.00220251877788445,638,0.00154819797520942,1.43,1,1.97
DBH,flexdmg,0.0721,429799,104,0.00587338340769187,2872,0.00696931753103676,0.833,0.678,1.01
DCAF6,flexdmg,0.0809,429799,117,0.00660755633365336,2309,0.00560311775040525,1.18,0.974,1.43
DCAKD,flexdmg,0.039,429799,71,0.00400971367255887,1275,0.00309396930782447,1.3,1.01,1.65
DCST1,flexdmg,0.0556,429799,100,0.00564748404585757,1920,0.00465915378119449,1.22,0.987,1.49
DCTPP1,flexdmg,0.0957,429799,16,0.000903597447337211,570,0.00138318627879211,0.651,0.369,1.07
DDX1,flexdmg,0.0818,429799,67,0.00378381431072457,1241,0.00301146345961581,1.25,0.962,1.6
DDX18,flexdmg,0.0138,429799,55,0.00310611622522166,884,0.00214515205342496,1.43,1.07,1.88
DDX21,flexdmg,0.0383,429799,27,0.00152482069238154,404,0.000980363608126341,1.55,1.01,2.29
DDX31,flexdmg,0.0134,429799,110,0.00621223245044333,1997,0.00484600526096114,1.28,1.05,1.55
DDX39A,flexdmg,0.092,429799,13,0.000734172925961484,488,0.0011842015860536,0.61,0.322,1.05
DDX43,flexdmg,0.0679,429799,40,0.00225899361834303,1260,0.00305756966890888,0.742,0.527,1.02
DDX50,flexdmg,0.0363,429799,16,0.000903597447337211,621,0.00150694505110509,0.595,0.338,0.974
DDX53,flexdmg,0.0672,429799,12,0.000677698085502908,471,0.00114294866194927,0.589,0.302,1.04
DDX58,flexdmg,0.0934,429799,112,0.00632518213136048,2214,0.0053725867039399,1.18,0.968,1.43
DDX6,flexdmg,0.0429,429799,9,0.000508273564127181,96,0.000232957689059725,2.16,0.957,4.28
DEFA6,flexdmg,0.0367,429799,15,0.000847122606878636,198,0.000480475233685682,1.78,0.977,3.01
DEFB116,flexdmg,0.00815,429799,6,0.000338849042751454,35,0.0000849324908030246,3.78,1.3,9.12
DEFB126,flexdmg,0.0491,429799,21,0.00118597164963009,307,0.000744979276472244,1.6,0.975,2.49
DENND1B,flexdmg,0.05,429799,33,0.001863669735133,1089,0.00264261378527125,0.704,0.482,0.995
DENND2C,flexdmg,0.0632,429799,100,0.00564748404585757,1899,0.00460819428671268,1.22,0.985,1.49
DENND5A,flexdmg,0.00136,429799,124,0.00700288021686339,2111,0.00512264251671957,1.36,1.13,1.64
DGAT2L6,flexdmg,0.0524,429799,28,0.00158129553284012,948,0.00230045717946478,0.686,0.453,0.998
DGKB,flexdmg,0.0232,429799,65,0.00367086462980742,1125,0.00272997291866865,1.35,1.03,1.73
DHX57,flexdmg,0.0329,429799,81,0.00457446207714463,2379,0.0057729827320113,0.786,0.621,0.981
DICER1,flexdmg,0.0661,429799,107,0.0060428079290676,2078,0.00504256331110529,1.2,0.98,1.46
DIRC1,flexdmg,0.0358,429799,7,0.00039532388321003,63,0.000152878483445444,2.39,0.922,5.24
DISP2,flexdmg,0.0626,429799,105,0.00592985824815045,1982,0.00480960562204556,1.21,0.983,1.47
DKK3,flexdmg,0.0233,429799,20,0.00112949680917151,253,0.000613940576376149,1.76,1.06,2.78
DLAT,flexdmg,0.0177,429799,25,0.00141187101146439,913,0.00221552468866176,0.624,0.401,0.928
DLG4,flexdmg,0.0919,429799,20,0.00112949680917151,300,0.000727992778311639,1.52,0.913,2.39
DLX5,flexdmg,0.0519,429799,55,0.00310611622522166,1677,0.00406947963076206,0.764,0.573,1
DMD,flexdmg,0.0416,429799,220,0.0124244649008867,4446,0.0107888529745785,1.15,1,1.32
DMPK,flexdmg,0.0532,429799,52,0.00293669170384594,1554,0.00377100259165429,0.759,0.564,1
DMRTA2,flexdmg,0.0725,429799,23,0.00129892133054724,363,0.000880871261757083,1.48,0.923,2.25
DNAJA3,flexdmg,0.0645,429799,46,0.00259784266109448,1413,0.00342884598584782,0.755,0.55,1.01
DNAJB14,flexdmg,0.00614,429799,87,0.00491331111989609,1498,0.00363511060636945,1.37,1.09,1.7
DNAJB6,flexdmg,0.0557,429799,36,0.00203309425650873,594,0.00144142570105705,1.41,0.976,1.97
DNAJB7,flexdmg,0.0331,429799,15,0.000847122606878636,596,0.00144627898624579,0.573,0.318,0.953
DNAJB8,flexdmg,0.0337,429799,64,0.00361438978934884,1135,0.00275423934461237,1.32,1.01,1.71
DNAJC12,flexdmg,0.0975,429799,33,0.001863669735133,565,0.00137105306582025,1.36,0.929,1.94
DNAJC3,flexdmg,0.0325,429799,19,0.00107302196871294,712,0.00172776952719296,0.617,0.369,0.971
DNAJC4,flexdmg,0.0853,429799,42,0.00237194329926018,735,0.00178358230686352,1.33,0.948,1.81
DNER,flexdmg,0.0192,429799,102,0.00576043372677472,1835,0.00445288916067286,1.28,1.04,1.56
DNM1,flexdmg,0.0419,429799,56,0.00316259106568024,983,0.0023853896702678,1.33,0.995,1.74
DOCK11,flexdmg,0.0277,429799,89,0.00502626080081324,1611,0.0039093212195335,1.28,1.02,1.59
DOCK2,flexdmg,0.0447,429799,88,0.00496978596035466,1628,0.00395057414363783,1.25,0.999,1.55
DOCK6,flexdmg,0.0235,429799,321,0.0181284237872028,6564,0.0159284819894587,1.14,1.02,1.28
DOCK8,flexdmg,0.0532,429799,333,0.0188061218727057,6975,0.0169258320957456,1.12,0.997,1.25
DOK2,flexdmg,0.0125,429799,70,0.0039532388321003,2194,0.00532405385205245,0.742,0.576,0.942
DPF3,flexdmg,0.07,429799,104,0.00587338340769187,2012,0.00488240489987673,1.2,0.979,1.47
DPP7,flexdmg,0.0979,429799,150,0.00847122606878636,3018,0.00732360734981509,1.15,0.968,1.36
DPP9,flexdmg,0.0078,429799,61,0.00344496526797312,986,0.00239266959805092,1.45,1.1,1.87
DPPA4,flexdmg,0.0445,429799,16,0.000903597447337211,218,0.000529008085573124,1.73,0.97,2.87
DPY19L3,flexdmg,0.0506,429799,73,0.00412266335347603,1331,0.00322986129310931,1.28,0.994,1.62
DRAM1,flexdmg,0.0987,429799,6,0.000338849042751454,276,0.000669753356046708,0.504,0.183,1.11
DRC7,flexdmg,0.0257,429799,89,0.00502626080081324,2613,0.00634081709909438,0.787,0.63,0.973
DRG1,flexdmg,0.0605,429799,6,0.000338849042751454,301,0.000730419420906011,0.459,0.167,1.01
DTHD1,flexdmg,0.0543,429799,94,0.00530863500310612,1767,0.00428787746425555,1.23,0.988,1.52
DTNA,flexdmg,0.0137,429799,90,0.00508273564127181,1572,0.00381468215835299,1.32,1.05,1.63
DUOXA2,flexdmg,0.086,429799,47,0.00265431750155306,1403,0.0034045795599041,0.775,0.566,1.04
DUSP16,flexdmg,0.0805,429799,49,0.00276726718247021,863,0.00209419255894315,1.31,0.959,1.74
DUSP19,flexdmg,0.0101,429799,52,0.00293669170384594,818,0.0019849936421964,1.48,1.09,1.96
DUSP6,flexdmg,0.013,429799,22,0.00124244649008867,280,0.000679459926424197,1.81,1.12,2.8
DZIP1L,flexdmg,0.00256,429799,27,0.00152482069238154,1087,0.00263776050008251,0.57,0.374,0.834
E2F2,flexdmg,0.00892,429799,20,0.00112949680917151,822,0.00199470021257389,0.565,0.343,0.879
ECE2,flexdmg,0.089,429799,199,0.0112384932512566,4069,0.0098740087165002,1.13,0.978,1.31
ECH1,flexdmg,0.0332,429799,37,0.0020895690969673,1220,0.002960503965134,0.699,0.49,0.97
ECHDC3,flexdmg,0.00318,429799,61,0.00344496526797312,945,0.00229317725168166,1.5,1.14,1.95
ECPAS,flexdmg,0.0702,429799,57,0.00321906590613882,1668,0.00404763984741271,0.784,0.591,1.02
EDIL3,flexdmg,0.0444,429799,37,0.0020895690969673,1165,0.00282703862244353,0.715,0.501,0.992
EDN3,flexdmg,0.0353,429799,20,0.00112949680917151,725,0.00175931588091979,0.628,0.381,0.978
EEF1AKMT4-ECE2,flexdmg,0.0891,429799,208,0.0117467668153837,4253,0.0103205109538647,1.13,0.979,1.3
EEF1D,flexdmg,0.0795,429799,57,0.00321906590613882,1684,0.00408646612892267,0.786,0.592,1.02
EEF1E1,flexdmg,0.0406,429799,18,0.00101654712825436,245,0.000594527435621172,1.72,1,2.77
EEF1G,flexdmg,0.0991,429799,15,0.000847122606878636,219,0.000531434728167497,1.57,0.864,2.65
EEF2,flexdmg,0.0291,429799,65,0.00367086462980742,1145,0.00277850577055609,1.33,1.02,1.71
EFCAB2,flexdmg,0.0721,429799,25,0.00141187101146439,847,0.00205536627743319,0.688,0.442,1.02
EFL1,flexdmg,0.0939,429799,147,0.00830180154741063,2955,0.00717072886636965,1.15,0.97,1.36
EGFL7,flexdmg,0.088,429799,71,0.00400971367255887,2026,0.00491637789619794,0.812,0.631,1.03
EGLN2,flexdmg,0.0492,429799,39,0.00220251877788445,1256,0.0030478630985314,0.724,0.512,0.995
EID3,flexdmg,0.0422,429799,30,0.00169424521375727,1009,0.00244848237772148,0.688,0.461,0.989
EIF3H,flexdmg,0.0405,429799,15,0.000847122606878636,593,0.00143899905846267,0.586,0.326,0.975
EIF5A2,flexdmg,0.0399,429799,3,0.000169424521375727,217,0.000526581442978752,0.318,0.065,0.942
ELAVL2,flexdmg,0.0883,429799,25,0.00141187101146439,404,0.000980363608126341,1.43,0.915,2.15
ELF5,flexdmg,0.0181,429799,30,0.00169424521375727,430,0.00104345631558002,1.62,1.08,2.35
ELOVL1,flexdmg,0.0426,429799,16,0.000903597447337211,212,0.000514448230006892,1.75,0.983,2.92
ELP2,flexdmg,0.0201,429799,103,0.0058169085672333,1871,0.00454024829407026,1.28,1.03,1.56
ELP5,flexdmg,0.0502,429799,23,0.00129892133054724,343,0.000832338409869641,1.53,0.958,2.34
EMB,flexdmg,0.00937,429799,11,0.000621223245044333,518,0.00125700086388476,0.476,0.236,0.86
EMC2,flexdmg,0.027,429799,25,0.00141187101146439,352,0.00085417819321899,1.63,1.04,2.45
EMC4,flexdmg,0.0151,429799,15,0.000847122606878636,169,0.00041010259844889,2.02,1.1,3.42
EMCN,flexdmg,0.043,429799,10,0.000564748404585757,443,0.00107500266930685,0.525,0.25,0.974
EME1,flexdmg,0.0143,429799,62,0.00350144010843169,1024,0.00248488201663706,1.4,1.07,1.81
EMG1,flexdmg,0.0693,429799,37,0.0020895690969673,1162,0.00281975869466042,0.734,0.514,1.02
EML3,flexdmg,0.0122,429799,53,0.00299316654430451,1751,0.0042490511827456,0.708,0.528,0.93
ENO4,flexdmg,0.0537,429799,78,0.0044050375557689,2276,0.00552303854479097,0.8,0.63,1
ENPP1,flexdmg,0.0218,429799,60,0.00338849042751454,1870,0.00453782165147588,0.742,0.563,0.959
ENPP2,flexdmg,0.0573,429799,91,0.00513921048173039,1686,0.00409131941411141,1.23,0.987,1.53
EPC1,flexdmg,0.0488,429799,44,0.00248489298017733,754,0.00182968851615659,1.37,0.984,1.85
EPHA8,flexdmg,0.0111,429799,136,0.0076805783023663,3891,0.00944206633470196,0.803,0.671,0.954
EPHB6,flexdmg,0.0189,429799,132,0.00745467894053199,3777,0.00916542907894354,0.813,0.678,0.968
EPHX4,flexdmg,0.0557,429799,21,0.00118597164963009,751,0.00182240858837347,0.653,0.402,1.01
EPM2A,flexdmg,0.0437,429799,92,0.00519568532218896,1731,0.00420051833085816,1.25,0.999,1.54
EPOP,flexdmg,0.0572,429799,9,0.000508273564127181,105,0.000254797472409074,1.97,0.876,3.89
EPPIN-WFDC6,flexdmg,0.022,429799,17,0.000960072287795787,683,0.00165739689195617,0.576,0.333,0.93
EPRS,flexdmg,0.00411,429799,146,0.00824532670695205,2643,0.00641361637692554,1.29,1.08,1.52
EPX,flexdmg,0.00729,429799,145,0.00818885186649348,4217,0.0102331518204673,0.799,0.672,0.943
ERCC2,flexdmg,0.0824,429799,238,0.013441012029141,6202,0.015050037370296,0.89,0.778,1.01
ERCC6L2,flexdmg,0.0151,429799,68,0.00384028915118315,2100,0.00509594944818147,0.743,0.575,0.947
EREG,flexdmg,0.0794,429799,14,0.00079064776642006,198,0.000480475233685682,1.66,0.889,2.85
ERRFI1,flexdmg,0.0579,429799,63,0.00355791494889027,1141,0.0027687992001786,1.29,0.985,1.67
ERVV-2,flexdmg,0.0265,429799,124,0.00700288021686339,3532,0.00857090164332236,0.817,0.677,0.978
ESYT3,flexdmg,0.0577,429799,164,0.00926187383520641,3248,0.00788173514652068,1.17,0.991,1.37
ETFA,flexdmg,0.0241,429799,37,0.0020895690969673,1242,0.00301389010221019,0.692,0.485,0.96
ETFBKMT,flexdmg,0.0376,429799,27,0.00152482069238154,394,0.000956097182182619,1.56,1.01,2.3
ETHE1,flexdmg,0.00189,429799,28,0.00158129553284012,1137,0.00275909262980111,0.572,0.378,0.832
EVI2B,flexdmg,0.0828,429799,19,0.00107302196871294,674,0.00163555710860682,0.662,0.396,1.04
EXOC1,flexdmg,0.0554,429799,75,0.00423561303439318,1382,0.00335362006542228,1.26,0.985,1.59
FABP3,flexdmg,0.00155,429799,22,0.00124244649008867,235,0.000570261009677451,2.14,1.32,3.33
FADS6,flexdmg,0.00314,429799,51,0.00288021686338736,1783,0.00432670374576551,0.666,0.493,0.88
FAF1,flexdmg,0.0974,429799,26,0.00146834585192297,424,0.00102889646001378,1.41,0.908,2.09
FAM120A,flexdmg,0.0291,429799,51,0.00288021686338736,856,0.00207720606078254,1.39,1.02,1.84
FAM126A,flexdmg,0.0897,429799,80,0.00451798723668606,1522,0.00369335002863438,1.22,0.959,1.53
FAM155B,flexdmg,0.0749,429799,11,0.000621223245044333,442,0.00107257602671248,0.58,0.287,1.05
FAM166A,flexdmg,0.0153,429799,58,0.00327554074659739,1852,0.00449414208477719,0.726,0.549,0.944
FAM184B,flexdmg,0.00288,429799,36,0.00203309425650873,1351,0.00327839414499675,0.615,0.429,0.857
FAM200B,flexdmg,0.0487,429799,111,0.0062687072909019,2139,0.00519058850936199,1.21,0.993,1.47
FAM208B,flexdmg,0.0581,429799,144,0.0081323770260349,2853,0.00692321132174369,1.18,0.99,1.4
FAM210A,flexdmg,0.00478,429799,4,0.000225899361834303,316,0.000766819059821593,0.287,0.0778,0.743
FAM218A,flexdmg,0.0289,429799,10,0.000564748404585757,106,0.000257224115003446,2.21,1.03,4.23
FAM219A,flexdmg,0.0236,429799,1,0.0000564748404585757,156,0.000378556244722052,0.15,0.00379,0.85
FAM24A,flexdmg,0.0296,429799,5,0.000282374202292879,34,0.0000825058482086524,3.14,0.955,8.09
FAM43A,flexdmg,0.0563,429799,43,0.00242841813971876,732,0.0017763023790804,1.37,0.982,1.86
FAM47E,flexdmg,0.0659,429799,18,0.00101654712825436,253,0.000613940576376149,1.63,0.947,2.62
FAM49A,flexdmg,0.0749,429799,40,0.00225899361834303,693,0.00168166331789989,1.36,0.96,1.87
FAM50A,flexdmg,0.0308,429799,8,0.000451798723668606,82,0.000198984692738515,2.3,0.959,4.74
FAM71D,flexdmg,0.065,429799,80,0.00451798723668606,1489,0.0036132708230201,1.25,0.982,1.56
FAM71E1,flexdmg,0.0191,429799,8,0.000451798723668606,415,0.00100705667666443,0.448,0.192,0.891
FAM98B,flexdmg,0.000299,429799,42,0.00237194329926018,1671,0.00405491977519583,0.588,0.422,0.799
